time,score
12.06553840637207,0.406475
24.177678108215332,0.394975
36.204668045043945,0.558325
48.27941298484802,0.5569
60.43916082382202,0.50465
72.63683247566223,0.61565
84.76666784286499,0.6476
96.6219732761383,0.600675
108.87283945083618,0.635475
120.99973964691162,0.69955
132.887104511261,0.704275
144.84408497810364,0.614575
156.73962473869324,0.703725
168.78002405166626,0.708775
180.7342336177826,0.657475
192.69143080711365,0.68825
204.54824042320251,0.702425
216.53116941452026,0.740425
228.55465507507324,0.719225
240.53052353858948,0.754425
252.44360280036926,0.7598
264.428466796875,0.753925
276.34054374694824,0.76215
288.32710123062134,0.765225
300.3101079463959,0.766
312.3792188167572,0.76665
324.40954637527466,0.7669
336.31926369667053,0.766575
348.4728636741638,0.76695
360.4171619415283,0.7674
372.4520814418793,0.767925
384.40738105773926,0.767575
396.32088971138,0.7674
408.37316060066223,0.7683
420.382422208786,0.76745
432.40138268470764,0.768225
444.42490243911743,0.76815
456.4267244338989,0.76745
468.40116119384766,0.749825
480.32302165031433,0.753125
492.3112745285034,0.74975
504.3290684223175,0.585125
516.3769536018372,0.717025
528.4411454200745,0.72945
540.442045211792,0.74445
552.4323453903198,0.724525
564.5310838222504,0.752275
576.5179646015167,0.7612
588.5322909355164,0.761875
600.516521692276,0.76235
612.4798631668091,0.76315
624.5115218162537,0.763925
636.4714012145996,0.763925
648.4836394786835,0.76355
660.5010340213776,0.764075
672.4709324836731,0.764275
684.4826819896698,0.7641
696.492799282074,0.76435
708.5624775886536,0.7644
720.6016960144043,0.764175
732.7453384399414,0.764875
744.9797859191895,0.764375
757.067741394043,0.764225
769.129025220871,0.764825
781.1566638946533,0.764325
793.1029703617096,0.764625
805.1651256084442,0.764975
817.1719305515289,0.764575
829.2738888263702,0.765175
841.2541968822479,0.764975
853.222101688385,0.764875
865.2285711765289,0.765375
877.2846376895905,0.765175
889.3376159667969,0.765525
901.3696095943451,0.765925
913.3484635353088,0.76595
925.3955969810486,0.763525
937.3668644428253,0.7494
949.3063607215881,0.759925
961.3266069889069,0.75995
973.2661550045013,0.760475
985.2312791347504,0.760425
997.2239091396332,0.76145
1009.2270681858063,0.76165
1021.2334871292114,0.7625
1033.2134268283844,0.762725
1045.3123857975006,0.76295
1057.406197309494,0.763125
1069.4578201770782,0.76315
1081.44238615036,0.763525
1093.4230282306671,0.76335
1105.5136406421661,0.7638
1117.534687280655,0.76375
1129.6561076641083,0.764175
1141.729763507843,0.763875
1153.7374987602234,0.76345
1165.7481217384338,0.7641
1177.762039422989,0.76415
1189.7262134552002,0.763675
1201.7643740177155,0.765225
