time,score
86.06461215019226,0.38994248046875
172.22971200942993,0.497994140625
258.40890073776245,0.52096015625
344.58635902404785,0.54505859375
430.7655711174011,0.5797228515625
516.9291353225708,0.6388892578125
603.1115901470184,0.660691796875
689.2837867736816,0.64603623046875
775.4901387691498,0.657432421875
861.6808614730835,0.664542578125
947.8878717422485,0.69763994140625
1034.0984976291656,0.7081755859375
1120.26935505867,0.714801171875
1206.4431202411652,0.7009248046875
1292.616234779358,0.71561337890625
1378.789535999298,0.72750693359375
1465.014358997345,0.716200390625
1551.178860425949,0.7354966796875
1637.3533656597137,0.6935984375
1723.540768623352,0.709322265625
1809.754938364029,0.71843662109375
1895.9398548603058,0.720582421875
1982.1254749298096,0.7248037109375
2068.3118691444397,0.737005078125
2154.506238222122,0.73250849609375
2240.7040491104126,0.73666875
2326.887501001358,0.71974482421875
2413.0750143527985,0.73036953125
2499.2752726078033,0.7398185546875
2585.4037132263184,0.74441240234375
2671.5120923519135,0.72367060546875
2757.6216204166412,0.73564951171875
2843.7307691574097,0.728339453125
2929.838747024536,0.73803046875
3015.9698684215546,0.7352794921875
3102.098662376404,0.73720859375
3188.216566801071,0.744069140625
3274.3508479595184,0.74719443359375
3360.4622855186462,0.7438884765625
3446.584330558777,0.7448689453125
3532.760818004608,0.7451521484375
3618.895907640457,0.74362431640625
3705.0824615955353,0.74637021484375
3791.22616147995,0.7523533203125
3877.3885400295258,0.75043173828125
3963.564867258072,0.7438943359375
4049.759622812271,0.746761328125
4135.9185972213745,0.75045009765625
4222.0822167396545,0.75284365234375
4308.247306346893,0.7534431640625
4394.401376247406,0.75439609375
4480.575619935989,0.75423818359375
4566.805181980133,0.7546458984375
4653.007737636566,0.75352646484375
4739.219984531403,0.75506806640625
4825.3813762664795,0.75430087890625
4911.558511972427,0.75336552734375
4997.741068840027,0.75451513671875
5083.931238412857,0.7535130859375
5170.13920044899,0.7530849609375
5256.327152013779,0.7493099609375
5342.508218050003,0.74666416015625
5428.697117328644,0.75196044921875
5514.8911826610565,0.75400771484375
5601.050968170166,0.75455380859375
5687.246537208557,0.75400947265625
5773.42742395401,0.75458486328125
5859.5895936489105,0.75451328125
5945.732650279999,0.7540970703125
6031.907199621201,0.7538900390625
6118.073857307434,0.7532978515625
6204.2720782756805,0.7533326171875
6290.41681599617,0.74880400390625
6376.595552206039,0.7395521484375
6462.779490947723,0.75141630859375
6548.978788137436,0.75107119140625
6635.1835815906525,0.7510390625
6721.375490427017,0.753405078125
6807.528913974762,0.75461748046875
6893.685541152954,0.7546484375
6979.830406188965,0.754684765625
7065.9961977005005,0.7544498046875
7152.160885095596,0.754612890625
7238.322726011276,0.7547962890625
7324.49524974823,0.75422236328125
7410.659898996353,0.753633984375
7496.839736223221,0.75358212890625
7583.024620056152,0.7542181640625
7669.169568777084,0.7540212890625
7755.321957826614,0.7544845703125
7841.468721866608,0.75402705078125
7927.593159914017,0.7519326171875
8013.724746465683,0.745662890625
8099.866500854492,0.74951640625
8186.007512331009,0.75387587890625
8272.14648604393,0.75415419921875
8358.307924985886,0.75422919921875
8444.45393204689,0.753964453125
8530.596332550049,0.75338720703125
8616.767365932465,0.753687890625
